operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,,,,,,33,30,,,,1,,http://villa-crespo.properati.com.ar/10av6_venta_departamentos_villa-crespo_estrenar_migliorisi-propiedades_cy0
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5871467,-58.4008804",67000,USD,1015880.8,67000,23,23,2913.043478,2913.043478,,,,http://barrio-norte.properati.com.ar/10l8t_venta_departamentos_barrio-norte_zarlenga-inmobiliaria_bcl
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5909199,-58.407778",73000,USD,1106855.2,73000,23,,3173.913043,,4,1,,http://barrio-norte.properati.com.ar/x6nh_venta_departamentos_barrio-norte
sell,PH,|Argentina|Capital Federal|Villa Urquiza|,"-34.5718303,-58.4777977",199000,USD,3017317.6,199000,110,75,1809.090909,2653.333333,,3,,http://villa-urquiza.properati.com.ar/1144z_venta_casa_villa-urquiza_lavadero_parrilla_terraza_laurenzano-propiedades_4pf
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.42877579,-58.89283752",145000,USD,2198548,145000,,,,,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/xjb7_venta_casa_pilar_suite_lavadero_parrilla_piscina_estrenar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5156471,-58.4893641",165000,USD,2501796,165000,67,0,2462.686567,,3,,,http://olivos.properati.com.ar/nsxl_venta_departamentos_olivos_garay-juan-de_2300
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,"-34.8333925862,-58.3694421544",78000,USD,1182667.2,78000,0,0,,,,4,,http://burzaco.properati.com.ar/zn8f_venta_casa_burzaco_baulera_suite_jardin_lavadero_luminoso_garage_doble-circulacion_gazda-propiedades_cq0
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5893636826,-58.412877293",158000,USD,2395659.2,158000,84,84,1880.952381,1880.952381,1,2,2800,http://barrio-norte.properati.com.ar/111rb_venta_departamentos_barrio-norte_baulera_lavadero_terraza_luminoso_garage_placard_estrenar_alternativa-propiedades
sell,PH,|Argentina|Capital Federal|Parque Patricios|,"-34.6325876,-58.4099824",190000,USD,2880856,190000,0,65,,2923.076923,,3,,http://parque-patricios.properati.com.ar/1045d_venta_ph_parque-patricios_parrilla_terraza_toilette_luminoso_estrenar_tecniprop-broker-consulting_cut
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|General Rodríguez|Country Club Las lajas|,,295000,USD,4472908,295000,800,300,368.75,983.3333333,,,,http://country-club-las-lajas.properati.com.ar/12udr_venta_casa_country-club-las-lajas_suite_jardin_parrilla_piscina_quincho_garage_placard_losa-radiante_veronica-espinosa-negocios-inmobiliarios
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,"-34.629483,-58.568072",110000,USD,1667864,110000,,75,,1466.666667,,3,,http://villa-sarmiento.properati.com.ar/11ewa_venta_ph_moron_baulera_patio_terraza_garage_re-max-elite
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5941029,-58.4411813",135000,USD,2046924,135000,58,53,2327.586207,2547.169811,,2,,http://villa-crespo.properati.com.ar/psbs_venta_departamentos_villa-crespo
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.626103,-58.475046",95000,USD,1440428,95000,,54,,1759.259259,,2,,http://flores.properati.com.ar/11gpp_venta_departamentos_villa-general-mitre_lavadero_patio_re-max-puerto
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,"-34.6775894,-58.5616913",68500,USD,1038624.4,68500,45,41,1522.222222,1670.731707,,,,http://la-matanza.properati.com.ar/edrw_venta_departamento_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,240000,USD,3638976,240000,600,120,400,2000,,4,,http://haedo.properati.com.ar/xdcy_venta_casa_haedo
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,685000,USD,10386244,685000,0,283,,2420.4947,,,,http://nordelta.properati.com.ar/vzcl_venta_casa_nordelta_0
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6054036854,-58.4056561914",135000,USD,2046924,135000,75,73,1800,1849.315068,,,,http://balvanera.properati.com.ar/11yuq_venta_departamentos_balvanera_balcon_baulera_lavadero_toilette_luminoso_garage_amoblado_amenities_aire-acondicionado_vaira-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,295000,USD,4472908,295000,900,172,327.7777778,1715.116279,,,,http://benavidez.properati.com.ar/wzr4_venta_casa_benavidez_300
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4693448439,-58.5192623559",70000,USD,1061368,70000,23,23,3043.478261,3043.478261,,1,741,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/ysep_venta_departamentos_san-isidro_garage_placard_dic-propiedades_c80
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5832204,-58.5918509",,,,,370,340,,,,5,,http://tres-de-febrero.properati.com.ar/sjff_venta_casa_tres-de-febrero
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5764518,-58.4844934",90000,USD,1364616,90000,32,32,2812.5,2812.5,5,1,1000,http://villa-urquiza.properati.com.ar/xfmh_venta_departamentos_villa-urquiza_avalos_2100
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,180000,USD,2729232,180000,135,104,1333.333333,1730.769231,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/uq74_venta_casa_tigre_0
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6230511,-58.3914916",84500,USD,1281222.8,84500,34,31,2485.294118,2725.806452,,1,,http://san-cristobal.properati.com.ar/11d7c_venta_departamentos_san-cristobal_balcon_lavadero_parrilla_lone-lighthouse_d9p
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,300000,USD,4548720,300000,294,140,1020.408163,2142.857143,,4,,http://ramos-mejia.properati.com.ar/saku_venta_casa_la-matanza
sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6403,-58.50947",185000,USD,2805044,185000,,115,,1608.695652,2,5,,http://villa-luro.properati.com.ar/wlnq_venta_departamentos_liniers
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.621886,-58.440034",89000,USD,1349453.6,89000,,44,,2022.727273,,2,,http://caballito.properati.com.ar/11sga_venta_departamentos_caballito_balcon_luminoso_garage_re-max-urbana
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,400000,USD,6064960,400000,,206,,1941.747573,,4,,http://ramos-mejia.properati.com.ar/wgeb_venta_departamentos_ramos-mejia
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4776978,-58.5245855",318000,USD,4821643.2,318000,285,165,1115.789474,1927.272727,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/1092h_venta_casa_san-isidro_laprida_800_lavadero_parrilla_dependencias_garage_meyer-propiedades-martinez
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5901989,-58.387919",740000,USD,11220176,740000,235,220,3148.93617,3363.636364,,,,http://barrio-norte.properati.com.ar/12pb3_venta_departamentos_barrio-norte_baulera_lavadero_dependencias_subte-linea-h_bresson-brokers_dhz
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,"-34.6816461,-58.5052994",,,,,,,,,,,,http://la-matanza.properati.com.ar/woi9_venta_casa_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4284257,-58.5734184",96000,USD,1455590.4,96000,44,0,2181.818182,,3,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/10g3o_venta_departamentos_tigre_avenida-cazon_900_balcon_suite_luminoso_garage_gimenez-uriburu-propiedades-hector-gimenez-uriburu-csi-4904
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5245209,-58.4749921",470000,USD,7126328,470000,390,190,1205.128205,2473.684211,,,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/zgdp_venta_casa_vicente-lopez_penna-dr-jose_900_lavadero_toilette_pagniez-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|,"-34.6036844,-58.3815591",270000,USD,4093848,270000,170,170,1588.235294,1588.235294,,,,http://bs-as-g-b-a-zona-sur.properati.com.ar/12vgg_venta_casa_bs-as-g-b-a-zona-sur_suite_hidromasaje_lavadero_parrilla_vestidor_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_goldoni-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6058584,-58.5638669",69000,USD,1046205.6,69000,58,52,1189.655172,1326.923077,1,2,1000,http://caseros.properati.com.ar/12jvc_venta_departamentos_caseros_lavadero_patio_garage_placard_cozzo-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6366201,-58.5817185",,,,,102,87,,,,,,http://haedo.properati.com.ar/gj00_venta_departamento_haedo
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|La Reja|,"-34.637233,-58.812969",80000,USD,1212992,80000,,124,,645.1612903,,4,,http://la-reja.properati.com.ar/10boq_venta_casa_moreno_lavadero_patio_garage_re-max-parque-ii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.5856088,-58.5466692",155000,USD,2350172,155000,80,80,1937.5,1937.5,,4,,http://caseros.properati.com.ar/ur7o_venta_departamentos_caseros
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6724914857,-58.5637228042",75000,USD,1137180,75000,,,,,,2,,http://san-justo-la-matanza.properati.com.ar/xoc5_venta_departamentos_san-justo_quincho
sell,store,|Argentina|Capital Federal|San Telmo|,"-34.6232200724,-58.3765517368",330000,USD,5003592,330000,360,360,916.6666667,916.6666667,,,1111,http://san-telmo.properati.com.ar/os65_venta_local_san-telmo
sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.613793,-58.372411",63000,USD,955231.2,63000,,32,,1968.75,2,2,,http://san-telmo.properati.com.ar/12olk_venta_departamentos_san-telmo_subte-linea-d_subte-linea-a_subte-linea-e_re-max-ayres-ii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6048754,-58.5626727",70000,USD,1061368,70000,48,46,1458.333333,1521.73913,4,2,450,http://caseros.properati.com.ar/yz1z_venta_departamentos_caseros_balcon_lavadero_placard_pablo-yaryura-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.487552,-58.5173578",450000,USD,6823080,450000,400,250,1125,1800,,5,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/7frw_venta_casa_san-isidro
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.587185,-58.42378",185000,USD,2805044,185000,,74,,2500,16,3,,http://palermo.properati.com.ar/12d11_venta_departamentos_palermo_lavadero_terraza_luminoso_subte-linea-d_re-max-liberty-ii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.45414,-58.5414436",102000,USD,1546564.8,102000,61,55,1672.131148,1854.545455,2,,,http://victoria.properati.com.ar/xyiu_venta_departamentos_victoria_dorrego_1300_balcon_toilette_garage_placard_aire-acondicionado_chozas-puntabayres-victoria
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.3651886,-58.7405014",350000,USD,5306840,350000,135,135,2592.592593,2592.592593,,3,,http://escobar.properati.com.ar/vtbl_venta_casa_escobar
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|Manuel B Gonnet|,"-34.8849276444,-58.0319991117",,,,,500,300,,,,4,,http://manuel-b-gonnet-la-plata.properati.com.ar/x1o2_venta_casa_manuel-b-gonnet
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.7047858961,-58.3884986507",340000,USD,5155216,340000,200,200,1700,1700,,6,2,http://lanus.properati.com.ar/prsw_venta_casa_lanus
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6806873,-58.5593935",,,,,,,,,,,,http://san-justo-la-matanza.properati.com.ar/104yk_venta_casa_san-justo_suite_parrilla_piscina_toilette_vestidor_lujoso_garage_placard_inmobiliaria-alejandra-gonzalez
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5708844,-58.433121",260000,USD,3942224,260000,45,42,5777.777778,6190.47619,,2,,http://belgrano.properati.com.ar/uljq_venta_departamentos_belgrano
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,215000,USD,3259916,215000,220,200,977.2727273,1075,,5,,http://villa-luzuriaga.properati.com.ar/s9zc_venta_casa_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.925666,-57.976785",150000,USD,2274360,150000,,85,,1764.705882,5,3,,http://la-plata.properati.com.ar/zs8h_venta_departamentos_la-plata_balcon_terraza_garage_placard_aire-acondicionado_re-max-diagonal
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.3937227,-58.6649315",520000,USD,7884448,520000,540,410,962.962963,1268.292683,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/ni09_venta_casa_bs-as-g-b-a-zona-norte_italia_2300
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Tortuguitas|,"-34.4792566,-58.7582638",69000,USD,1046205.6,69000,0,58,,1189.655172,,3,300,http://tortuguitas.properati.com.ar/11kql_venta_departamentos_tortuguitas_baulera_piscina_luminoso_garage_estrenar_narvaez-y-cia
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6312019,-58.6987371",,,,,280,,,,,3,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/fpti_venta_casa_ituzaingo
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7383347,-58.3864247",89000,USD,1349453.6,89000,,,,,,,,http://banfield.properati.com.ar/10xev_venta_casa_banfield_patio_novosad-vanina-inmobiliaria
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4429888814,-58.7388563056",2226562,ARS,2220382.15,146440.02,67,51,2185.67194,43658.07843,,2,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/zsv0_venta_departamentos_pilar_gimnasio_lavadero_parrilla_piscina_sum_sauna_garage_amenities_nucifora-propiedades_cro
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4427313456,-58.7478125095",400000,USD,6064960,400000,267,267,1498.127341,1498.127341,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/ylo1_venta_casa_pilar_suite_jardin_piscina_vestidor_vista_dependencias_garage_placard_estrenar_bustamante-propiedades_be7
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6583958,-58.6214634",,,,,160,,,,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/etp7_venta_casa_moron
sell,store,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.708669,-58.406003",41000,USD,621658.4,41000,,20,,2050,,,,http://lanus.properati.com.ar/11t8c_venta_local_lanus_re-max-titanium
sell,apartment,|Argentina|Capital Federal|Villa Santa Rita|,"-34.6100367846,-58.4787115886",75050,USD,1137938.12,75050,40,36,1876.25,2084.722222,6,,,http://villa-santa-rita.properati.com.ar/12nlc_venta_departamentos_villa-santa-rita_san-blas_2700_balcon_terraza_garage_solimano-dal-pos-inmuebles-la-lucila
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,"-34.7580266517,-58.4066033363",240000,USD,3638976,240000,190,190,1263.157895,1263.157895,,4,,http://lomas-de-zamora.properati.com.ar/x30i_venta_casa_lomas-de-zamora
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.566657,-58.4806542",95000,USD,1440428,95000,43,40,2209.302326,2375,,2,700,http://villa-urquiza.properati.com.ar/119xb_venta_departamentos_villa-urquiza_balcon_luminoso_garage_aire-acondicionado_desarrollista-com
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,150,,,,4,,http://ramos-mejia.properati.com.ar/s6s2_venta_departamentos_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4839208,-58.5014288",245000,USD,3714788,245000,130,100,1884.615385,2450,,3,,http://martinez.properati.com.ar/10lbt_venta_casa_martinez_lavadero_parrilla_patio_quincho_terraza_toilette_garage_placard_solimano-dal-pos-inmuebles
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,120000,USD,1819488,120000,,,,,,,,http://nordelta.properati.com.ar/10hax_venta_departamentos_nordelta_balcon_gimnasio_parrilla_piscina_luminoso_garage_m-m-propiedades_bhs
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.4932263,-58.5667338",445000,USD,6747268,445000,864,400,515.0462963,1112.5,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/11cwl_venta_casa_bs-as-g-b-a-zona-norte_carlos-gardel_800_suite_lavadero_parrilla_patio_piscina_toilette_vestidor_luminoso_garage_delfino-lynch-san-isidro
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6525553,-58.5785027",65000,USD,985556,65000,,35,,1857.142857,,,,http://ramos-mejia.properati.com.ar/egrf_venta_departamento_ramos-mejia
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5760435,-58.5938645",,,,,,100,,,,4,,http://tres-de-febrero.properati.com.ar/um57_venta_departamentos_tres-de-febrero
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.562359,-58.452279",295000,USD,4472908,295000,110,,2681.818182,,,4,3300,http://belgrano.properati.com.ar/12ko6_venta_departamentos_belgrano_balcon_baulera_lavadero_toilette_dependencias_subte-linea-d_silvia-galceran-propiedades_cci
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Andres|,"-34.561071,-58.538203",259000,USD,3927061.6,259000,,198,,1308.080808,,5,,http://san-andres.properati.com.ar/10jlw_venta_casa_general-san-martin_balcon_jardin_piscina_quincho_terraza_garage_placard_re-max-uno
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|San Miguel|,"-34.555098,-58.717954",240000,USD,3638976,240000,,165,,1454.545455,,4,,http://san-miguel-san-miguel.properati.com.ar/10z8r_venta_casa_san-miguel_suite_parrilla_piscina_toilette_luminoso_garage_estrenar_re-max-life
sell,apartment,|Argentina|Capital Federal|Villa Ortuzar|,"-34.5478587198,-58.4482092853",115000,USD,1743676,115000,,51,,2254.901961,,2,,http://villa-ortuzar.properati.com.ar/11pe2_venta_departamentos_villa-ortuzar_plaza-victorino-de-la-dr-_1000_balcon_lavadero_parrilla_terraza_garage_re-max-premium
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Sáenz Peña|,"-34.598357,-58.5365914",,,,,45,,,,,2,,http://saenz-pena.properati.com.ar/11yyi_venta_departamentos_saenz-pena_baulera_luminoso_garage_spazios
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,,280000,USD,4245472,280000,500,200,560,1400,,4,,http://castelar-moron.properati.com.ar/s9tu_venta_casa_moron
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,"-34.5317584,-58.4653014",1150000,USD,17436760,1150000,177,170,6497.175141,6764.705882,,4,90,http://vicente-lopez.properati.com.ar/xo9t_venta_departamentos_vicente-lopez_baulera_suite_lavadero_piscina_sum_toilette_vestidor_luminoso_sauna_lujoso_dependencias_garage_amenities_doble-circulacion
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|,"-34.6025295924,-58.8139820371",,,,,300,73,,,,,,http://moreno-bs-as-g-b-a-zona-oeste.properati.com.ar/gmod_venta_casa_moreno
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.550757,-58.453547",298000,USD,4518395.2,298000,,118,,2525.423729,,4,,http://nunez.properati.com.ar/zbkx_venta_departamentos_nunez_balcon_suite_lavadero_toilette_lujoso_garage_alto-palermo
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4918651,-58.5053695",135000,USD,2046924,135000,47,40,2872.340426,3375,,,,http://martinez.properati.com.ar/vg8x_venta_ph_martinez_luis-saenz-pena_2000
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Villa Rosa|,,70000,USD,1061368,70000,20,37,3500,1891.891892,,,,http://villa-rosa.properati.com.ar/x79t_venta_departamentos_villa-rosa_0
sell,apartment,|Argentina|Capital Federal|Retiro|,"-34.5965218,-58.3805667032",79500,USD,1205410.8,79500,32,32,2484.375,2484.375,,,,http://retiro.properati.com.ar/e5d4_venta_departamento_retiro
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,580000,USD,8794192,580000,400,0,1450,,,6,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/z3oh_venta_casa_pilar_suite_jardin_parrilla_quincho_toilette_dependencias_losa-radiante_izrastzoff-agentes-inmobiliarios
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|,,1040000,ARS,1037113.46,68400.35,,,,,,,,http://merlo-bs-as-g-b-a-zona-oeste.properati.com.ar/xv6p_venta_departamentos_merlo_garage
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5138255,-58.4872577",109000,USD,1652701.6,109000,0,44,,2477.272727,2,,,http://olivos.properati.com.ar/nefa_venta_departamentos_olivos_cordoba_2300
sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6282465,-58.4844109",98000,USD,1485915.2,98000,,,,,,,,http://floresta.properati.com.ar/v42m_venta_departamentos_flores
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,,90000,USD,1364616,90000,150,150,600,600,,5,,http://caseros.properati.com.ar/z1hf_venta_ph_caseros_lavadero_terraza_luminoso_garage_nivel-propiedades
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.56822,-58.458337",3547000,ARS,3537155.32,233284.66,,75,,47293.33333,18,3,,http://belgrano.properati.com.ar/y1iv_venta_departamentos_belgrano_gimnasio_lavadero_parrilla_piscina_sum_electrogeno_amenities_proyectos
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7309881,-58.2509236",1310965,ARS,1307326.38,86221.6,52,47,1658.107692,27892.87234,,2,,http://quilmes.properati.com.ar/12qwf_venta_departamentos_quilmes_balcon_parrilla_terraza_toilette_vista_lujoso_garage_placard_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Adrogué|,"-34.7977344532,-58.3861447168",375000,USD,5685900,375000,195,115,1923.076923,3260.869565,,4,1350,http://adrogue.properati.com.ar/12ewg_venta_departamentos_adrogue_balcon_parrilla_terraza_garage_darquier-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.3216996,-58.9931353",,,,,977,80,,,,1,,http://bs-as-g-b-a-zona-norte.properati.com.ar/wxth_venta_casa_bs-as-g-b-a-zona-norte
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6058635,-58.4149151",,,,,,,,,,,,http://almagro.properati.com.ar/yi19_venta_departamentos_almagro_balcon_lavadero_ciocale-inmobiliaria
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.5922852,-58.5644602",85000,USD,1288804,85000,267,217,318.3520599,391.7050691,,,,http://caseros.properati.com.ar/ecta_venta_ph_caseros
sell,apartment,|Argentina|Capital Federal|Monte Castro|,"-34.629394,-58.506856",185000,USD,2805044,185000,,84,,2202.380952,,3,,http://monte-castro.properati.com.ar/11uno_venta_departamentos_monte-castro_parrilla_piscina_garage_devoto
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,"-34.452714,-58.900881",80000,USD,1212992,80000,,48,,1666.666667,,2,,http://pilar.properati.com.ar/y363_venta_departamentos_pilar_jardin_piscina_garage_re-max-total-i
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.4547617,-58.5421742",125000,USD,1895300,125000,62,54,2016.129032,2314.814815,3,,,http://victoria.properati.com.ar/zgi9_venta_departamentos_victoria_lavalle_3100_garage_placard_estrenar_organizacion-acassuso-san-isidro
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.9104912,-57.95305",,,,,,,,,,,,http://la-plata-bs-as-g-b-a-zona-sur.properati.com.ar/uhq1_venta_departamentos_la-plata
sell,store,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.8946835514,-57.9561000582",130000,USD,1971112,130000,145,145,896.5517241,896.5517241,,,,http://la-plata.properati.com.ar/swk8_venta_local_la-plata
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5883358,-58.4035508",80000,USD,1212992,80000,22,22,3636.363636,3636.363636,,,,http://recoleta.properati.com.ar/k4yh_venta_departamentos_recoleta
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,"-34.6216848,-58.7171557",179000,USD,2714069.6,179000,1000,225,179,795.5555556,,,,http://parque-leloir.properati.com.ar/10fu2_venta_casa_parque-leloir_parrilla_piscina_quincho_garage_alicia-rojas-negocios-inmobiliarios
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4259834351,-58.6560764734",213500,USD,3237172.4,213500,107,80,1995.327103,2668.75,,3,2600,http://nordelta.properati.com.ar/wez0_venta_departamentos_nordelta
sell,PH,|Argentina|Capital Federal|Boca|,"-34.631566,-58.360941",180000,USD,2729232,180000,,20,,9000,1,5,,http://boca.properati.com.ar/107b4_venta_ph_barracas_balcon_parrilla_terraza_luminoso_re-max-city
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5779096,-58.4056693",112000,USD,1698188.8,112000,27,27,4148.148148,4148.148148,,1,1300,http://palermo.properati.com.ar/12n7i_venta_departamentos_palermo_placard_aire-acondicionado_covello-propiedades_9ij
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6022819,-58.4461524",119000,USD,1804325.6,119000,48,44,2479.166667,2704.545455,,2,1487,http://villa-crespo.properati.com.ar/12vbd_venta_departamentos_villa-crespo_balcon_baulera_lavadero_piscina_sum_luminoso_placard_subte-linea-b_cabildo-500
sell,apartment,|Argentina|Capital Federal|Villa Devoto|,"-34.5988235,-58.5022333",415000,USD,6292396,415000,128,0,3242.1875,,,4,,http://villa-devoto.properati.com.ar/ysny_venta_departamentos_villa-devoto_balcon_suite_toilette_vestidor_luminoso_lujoso_placard_aire-acondicionado_estrenar_grupo-mega-pulvirenti
